id,index_number,status,case_title,plaintiff,defendant,court,case_type,filing_date,wage_theft_reason,search_keyword,source_url
59,013005/2023,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs THE MISSION RESTAURANT,Workers' Compensation Board of the State of New York vs THE MISSION RESTAURANT,,Onondaga County Supreme Court Other Matters - Workers Comp App for Judgment,,11/16/2023,keyword: 'compensation',Restaurant,DocumentList?docketId=g/TzC9JduSYJivov2gzMJg==&display=all&courtType=Onondaga County Supreme Court&resultsPageNum=24
60,030137/2025,Partial Participation Recorded Pre-RJI,NYS Workers Compensation Board v. NEW SENSATION JAMAICAN RESTAURANT LLC,NYS Workers Compensation Board,NEW SENSATION JAMAICAN RESTAURANT LLC,Rockland County Supreme Court Other Matters - Workers Comp App for Judgment,,01/09/2025,keyword: 'compensation',Restaurant,DocumentList?docketId=nVBwJvDuDRJqd_PLUS_r2M4wcGw==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=25
61,030216/2020,Partial Participation Recorded Pre-RJI,NYS Workers Compensation Board v. LOS AMIGOS RESTAURANT II INC et al,NYS Workers Compensation Board,LOS AMIGOS RESTAURANT II INC et al,Rockland County Supreme Court Other Matters - Workers Comp App for Judgment,,01/09/2020,keyword: 'compensation',Restaurant,DocumentList?docketId=6hL7NIZmpxKD58MR8sEd6Q==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=25
62,030595/2022,Partial Participation Recorded Pre-RJI,NYS Workers Compensation Board v. WHISKEY KITCHEN et al,NYS Workers Compensation Board,WHISKEY KITCHEN et al,Rockland County Supreme Court Other Matters - Workers Comp App for Judgment,,02/10/2022,keyword: 'compensation',Restaurant,DocumentList?docketId=GJtK1RN2hqsap7A3KE49FQ==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=26
63,030667/2022,Partial Participation Recorded Pre-RJI,NYS Workers Compensation Board v. RUMBA RESTAURANT LLC,NYS Workers Compensation Board,RUMBA RESTAURANT LLC,Rockland County Supreme Court Other Matters - Workers Comp App for Judgment,,02/17/2022,keyword: 'compensation',Restaurant,DocumentList?docketId=a4CBl0ypdWLQMTWfyR_PLUS_gUg==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=26
64,030762/2025,Partial Participation Recorded Pre-RJI,"Workers' Compensation Board of the State of New York v. HERRADURA RESTAURANT INC; JULIO MAZARIEGO, PRESIDENT",Workers' Compensation Board of the State of New York,"HERRADURA RESTAURANT INC; JULIO MAZARIEGO, PRESIDENT",Rockland County Supreme Court Other Matters - Workers Comp App for Judgment,,02/03/2025,keyword: 'compensation',Restaurant,DocumentList?docketId=2fBChSNe0J/qwGnqpo0NWA==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=26
65,030771/2017,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York - v. - VENITE et al,Workers' Compensation Board of the State of New York,VENITE et al,Rockland County Supreme Court Workers Comp App for Judgement,,02/16/2017,keyword: 'compensation',Restaurant,DocumentList?docketId=F0Xmnj1DLwwBdxzDjxFe7g==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=26
66,031272/2021,Partial Participation Recorded Pre-RJI,NYS WORKERS COMPENSATION BOARD v. LATIN ROOTS BUFFET & RESTAURANT INC et al,NYS WORKERS COMPENSATION BOARD,LATIN ROOTS BUFFET & RESTAURANT INC et al,Rockland County Supreme Court Other Matters - Workers Comp App for Judgment,,03/11/2021,keyword: 'compensation',Restaurant,DocumentList?docketId=bfOO9Aax//F/710Y1oXpTA==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=27
67,031310/2025,Partial Participation Recorded Pre-RJI,NYS Workers Compensation Board v. ORIGINAL ITALIAN PIZZA & RESTAURANT INC,NYS Workers Compensation Board,ORIGINAL ITALIAN PIZZA & RESTAURANT INC,Rockland County Supreme Court Other Matters - Workers Comp App for Judgment,,02/27/2025,keyword: 'compensation',Restaurant,DocumentList?docketId=G1c_PLUS_3Tghtbk8CXswXqETWA==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=27
68,031413/2024,Partial Participation Recorded Pre-RJI,NYS WORKERS COMPENSATION BOARD v. VILLEGAS RESTAURANT CORP et al,NYS WORKERS COMPENSATION BOARD,VILLEGAS RESTAURANT CORP et al,Rockland County Supreme Court Other Matters - Workers Comp App for Judgment,,03/14/2024,keyword: 'compensation',Restaurant,DocumentList?docketId=wyL27JPYTAiLydF1uVtgtQ==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=28
69,031694/2022,Partial Participation Recorded Pre-RJI,NYS Workers Compensation Board v. D PATRON MEXICAN RESTAURANT INC,NYS Workers Compensation Board,D PATRON MEXICAN RESTAURANT INC,Rockland County Supreme Court Other Matters - Workers Comp App for Judgment,,04/14/2022,keyword: 'compensation',Restaurant,DocumentList?docketId=y1iANnE7nnS37WM75yo1_PLUS_Q==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=28
70,031775/2025,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs CUNA DEL SOL RESTAURANT LLC,Workers' Compensation Board of the State of New York vs CUNA DEL SOL RESTAURANT LLC,,Rockland County Supreme Court Other Matters - Workers Comp App for Judgment,,03/20/2025,keyword: 'compensation',Restaurant,DocumentList?docketId=cbCUCghjaRFYQsoWieW1Iw==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=28
71,032007/2021,Partial Participation Recorded Pre-RJI,NYS WORKERS COMPENSATION BOARD v. D&DS et al,NYS WORKERS COMPENSATION BOARD,D&DS et al,Rockland County Supreme Court Other Matters - Workers Comp App for Judgment,,04/15/2021,keyword: 'compensation',Restaurant,DocumentList?docketId=C11gjPl_PLUS_vCs6iaRQM3DHzQ==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=28
72,032142/2019,Partial Participation Recorded Pre-RJI,NYS WORKERS COMPENSATION BOARD v. GAUDIO FAMILY RESTAURANT et al,NYS WORKERS COMPENSATION BOARD,GAUDIO FAMILY RESTAURANT et al,Rockland County Supreme Court Other Matters - Workers Comp App for Judgment,,04/18/2019,keyword: 'compensation',Restaurant,DocumentList?docketId=XPs_PLUS_sCGqORltHKTU8EnA2g==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=29
73,032169/2018,Partial Participation Recorded Pre-RJI,NYS WORKERS COMPENSATION BOARD - v. - FORTUNE CHINESE RESTAURANT et al,NYS WORKERS COMPENSATION BOARD,FORTUNE CHINESE RESTAURANT et al,Rockland County Supreme Court Other Matters - Workers Comp App for Judgment,,04/19/2018,keyword: 'compensation',Restaurant,DocumentList?docketId=55SCgllBBfLJlAzdNTXsOA==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=29
74,032509/2018,Partial Participation Recorded Pre-RJI,NYS WORKERS COMPENSATION BOARD - v. - FIRE POT RESTAURANT LLC et al,NYS WORKERS COMPENSATION BOARD,FIRE POT RESTAURANT LLC et al,Rockland County Supreme Court Other Matters - Workers Comp App for Judgment,,05/03/2018,keyword: 'compensation',Restaurant,DocumentList?docketId=FLch_PLUS_f4_PLUS_VJBTNQUz9R6q/Q==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=29
75,032645/2015,Partial Participation Recorded Pre-RJI,NYS Workers' Compensation Board - v. - EL COMPADRE RESTAURANT CORP,NYS Workers' Compensation Board,EL COMPADRE RESTAURANT CORP,Rockland County Supreme Court Workers Comp App for Judgement,,06/19/2015,keyword: 'compensation',Restaurant,DocumentList?docketId=0ARIOMJiTbxPrxvcdxcNRg==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=29
76,032807/2018,Partial Participation Recorded Pre-RJI,NYS Workers' Compensation Board - v. - SAAZ RESTAURANT INC,NYS Workers' Compensation Board,SAAZ RESTAURANT INC,Rockland County Supreme Court Other Matters - Workers Comp App for Judgment,,05/17/2018,keyword: 'compensation',Restaurant,DocumentList?docketId=rQ5xZzTYfx8m1pWIvtgFYQ==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=29
77,033830/2021,Partial Participation Recorded Pre-RJI,NYS WORKERS COMPENSATION BOARD v. CARIBBEAN RESTAURANT,NYS WORKERS COMPENSATION BOARD,CARIBBEAN RESTAURANT,Rockland County Supreme Court Other Matters - Workers Comp App for Judgment,,07/08/2021,keyword: 'compensation',Restaurant,DocumentList?docketId=T50DTJZ8jj8UD5jODbuuzA==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=30
78,034203/2016,Partial Participation Recorded Pre-RJI,NYS WORKERS COMPENSATION BOARD - v. - RAY'S PIZZA RESTAURANT INC et al,NYS WORKERS COMPENSATION BOARD,RAY'S PIZZA RESTAURANT INC et al,Rockland County Supreme Court Workers Comp App for Judgement,,10/06/2016,keyword: 'compensation',Restaurant,DocumentList?docketId=t6f3wdC8hyCt6CVRDIYw5Q==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=31
79,Not Assigned,Waiting for Index Number Pre-RJI,Workers' Compensation Board of the State of New York v. KATONAH CONSTRUCTION CO INC et al,Workers' Compensation Board of the State of New York,KATONAH CONSTRUCTION CO INC et al,Westchester County Supreme Court Other Matters - Workers Comp App for Judgment,,04/09/2026,keyword: 'compensation',Construction,DocumentList?docketId=q3PvGpgZ/j8f1hF7zZCVAw==&display=all&courtType=Westchester County Supreme Court&resultsPageNum=1
80,Not Assigned,Waiting for Index Number Pre-RJI,Workers' Compensation Board of the State of New York vs G & G CONSTRUCTION CORP,Workers' Compensation Board of the State of New York vs G & G CONSTRUCTION CORP,,Queens County Supreme Court Other Matters - Workers Comp App for Judgment,,04/09/2026,keyword: 'compensation',Construction,DocumentList?docketId=psGaD5daSNPJN2v57J7X6w==&display=all&courtType=Queens County Supreme Court&resultsPageNum=1
81,Not Assigned,Waiting for Index Number Pre-RJI,"Trustees of the United Union of Roofers, Waterproofers and Allied Workers Local Union No. 8 Trust Funds v. DME Construction Associates Inc. et al","Trustees of the United Union of Roofers, Waterproofers and Allied Workers Local Union No. 8 Trust Funds",DME Construction Associates Inc. et al,Suffolk County Supreme Court Commercial - Contract,,04/01/2026,keyword: 'worker',Construction,DocumentList?docketId=ZERkXuNcKpJpZiqE8HUc7w==&display=all&courtType=Suffolk County Supreme Court&resultsPageNum=1
82,Not Assigned,Waiting for Index Number Pre-RJI,Workers' Compensation Board of the State of New York v. CHUTOS CONSTRUCTION INC,Workers' Compensation Board of the State of New York,CHUTOS CONSTRUCTION INC,Ulster County Supreme Court Other Matters - Workers Comp App for Judgment,,02/26/2026,keyword: 'compensation',Construction,DocumentList?docketId=dghWEXx3GLmnYScUnlt_PLUS_tA==&display=all&courtType=Ulster County Supreme Court&resultsPageNum=2
83,Not Assigned,Closed to EF Pre-RJI,FRANK & ROSS PAYROLL SERVICE v. NJ CONSTRUCTION LI LLC et al,FRANK & ROSS PAYROLL SERVICE,NJ CONSTRUCTION LI LLC et al,Suffolk County Supreme Court Other Matters - Contract - Other,,02/19/2026,keyword: 'pay',Construction,
84,Not Assigned,Waiting for Index Number Pre-RJI,Workers' Compensation Board of the State of New York v. JOSEPH J SLEVE & TIMOTHY SLEVE DBA SLEVE CONSTRUCTION,Workers' Compensation Board of the State of New York,JOSEPH J SLEVE & TIMOTHY SLEVE DBA SLEVE CONSTRUCTION,Steuben County Supreme Court Other Matters - Workers Comp App for Judgment,,01/09/2026,keyword: 'compensation',Construction,DocumentList?docketId=orCjYcK8pQCIwkvqdHULcQ==&display=all&courtType=Steuben County Supreme Court&resultsPageNum=2
85,Not Assigned,Waiting for Index Number Pre-RJI,Workers' Compensation Board of the State of New York v. RUNDY CUP CONSTRUCTION LLC,Workers' Compensation Board of the State of New York,RUNDY CUP CONSTRUCTION LLC,Schoharie County Supreme Court Other Matters - Workers Comp App for Judgment,,10/20/2025,keyword: 'compensation',Construction,DocumentList?docketId=q8L2wuGRtqcKqOK0eBezfg==&display=all&courtType=Schoharie County Supreme Court&resultsPageNum=3
86,Not Assigned,Waiting for Index Number Pre-RJI,Workers' Compensation Board of the State of New York v. FOURNIER CONSTRUCTION & EXCAVATION INCORPORATED,Workers' Compensation Board of the State of New York,FOURNIER CONSTRUCTION & EXCAVATION INCORPORATED,Niagara County Supreme Court Other Matters - Workers Comp App for Judgment,,10/09/2025,keyword: 'compensation',Construction,DocumentList?docketId=Z_PLUS_KAFzSIqkaGAYFiqutX/Q==&display=all&courtType=Niagara County Supreme Court&resultsPageNum=3
87,Not Assigned,Waiting for Index Number RJI Pending,"New York State Worker's Compensation Board v. 1370 William Street, Inc. et al",New York State Worker's Compensation Board,"1370 William Street, Inc. et al",Albany County Supreme Court Commercial Division,,09/23/2025,keyword: 'compensation',Construction,DocumentList?docketId=y5VJ_PLUS_Wf2cejEzNOIP_PLUS_wnFg==&display=all&courtType=Albany County Supreme Court&resultsPageNum=3
88,Not Assigned,Closed to EF Pre-RJI,Workers' Compensation Board of the State of New York v. STATEWIDE CONSTRUCTION SERVICES OF NY INC et al,Workers' Compensation Board of the State of New York,STATEWIDE CONSTRUCTION SERVICES OF NY INC et al,Suffolk County Supreme Court Other Matters - Workers Comp App for Judgment,,07/10/2025,keyword: 'compensation',Construction,
89,Not Assigned,Waiting for Index Number Pre-RJI,"Workers' Compensation Board of the State of New York v. HK GOLDEN HAMMER CONSTRUCTION SERVICES INC; HUSEN KAJTEZOVIC, PRESIDENT",Workers' Compensation Board of the State of New York,"HK GOLDEN HAMMER CONSTRUCTION SERVICES INC; HUSEN KAJTEZOVIC, PRESIDENT",Oneida County Supreme Court Other Matters - Workers Comp App for Judgment,,06/25/2025,keyword: 'compensation',Construction,DocumentList?docketId=haVyML32E1m0XkIGI3PsbA==&display=all&courtType=Oneida County Supreme Court&resultsPageNum=5
90,Not Assigned,Waiting for Index Number Pre-RJI,Workers' Compensation Board of the State of New York vs A & S CONSTRUCTION OF NY INC,Workers' Compensation Board of the State of New York vs A & S CONSTRUCTION OF NY INC,,Bronx County Supreme Court Other Matters - Workers Comp App for Judgment,,05/01/2025,keyword: 'compensation',Construction,DocumentList?docketId=HfotrcuGVlipx3J3aTjSfQ==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=6
91,Not Assigned,Closed to EF Pre-RJI,Workers' Compensation Board of the State of New York v. HUA SHENG CONSTRUCTION SERVICE INC;,Workers' Compensation Board of the State of New York,HUA SHENG CONSTRUCTION SERVICE INC;,Suffolk County Supreme Court Other Matters - Workers Comp App for Judgment,,04/09/2025,keyword: 'compensation',Construction,
92,Not Assigned,Waiting for Index Number Pre-RJI,"Workers' Compensation Board of the State of New York v. SITELINE CONSTRUCTION 1, INC.",Workers' Compensation Board of the State of New York,"SITELINE CONSTRUCTION 1, INC.",Queens County Supreme Court Other Matters - Workers Comp App for Judgment,,02/13/2025,keyword: 'compensation',Construction,DocumentList?docketId=UuKTJU3e8gCnRUBaOpUjdQ==&display=all&courtType=Queens County Supreme Court&resultsPageNum=7
93,Not Assigned,Waiting for Index Number Pre-RJI,Workers' Compensation Board of the State of New York v. COLLINS CONSTRUCTION SPECIALTIES LLC,Workers' Compensation Board of the State of New York,COLLINS CONSTRUCTION SPECIALTIES LLC,Oswego County Supreme Court Other Matters - Workers Comp App for Judgment,,01/30/2025,keyword: 'compensation',Construction,DocumentList?docketId=bkQX729CpJ5pVJNi880Ijw==&display=all&courtType=Oswego County Supreme Court&resultsPageNum=7
94,Not Assigned,Waiting for Index Number Pre-RJI,Workers' Compensation Board of the State of New York v. MARTE CONSTRUCTION INCORPORATED,Workers' Compensation Board of the State of New York,MARTE CONSTRUCTION INCORPORATED,Bronx County Supreme Court Other Matters - Workers Comp App for Judgment,,12/18/2024,keyword: 'compensation',Construction,DocumentList?docketId=VUHl3gJMN6Aq08Cy8vrfRA==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=8
95,Not Assigned,Waiting for Index Number Pre-RJI,New York State Workers Compensation Board v. PINNACLE CONSTRUCTION SERVICES LLC D/B/A et al,New York State Workers Compensation Board,PINNACLE CONSTRUCTION SERVICES LLC D/B/A et al,Cattaraugus County Supreme Court Other Matters - Workers Comp App for Judgment,,11/13/2024,keyword: 'compensation',Construction,DocumentList?docketId=fFO/Bg23Ozi/oO5clxqTNQ==&display=all&courtType=Cattaraugus County Supreme Court&resultsPageNum=9
96,Not Assigned,Closed to EF Pre-RJI,Workers' Compensation Board of the State of New York v. LIAM'S CONSTRUCTION I CORP,Workers' Compensation Board of the State of New York,LIAM'S CONSTRUCTION I CORP,Suffolk County Supreme Court Other Matters - Workers Comp App for Judgment,,10/10/2024,keyword: 'compensation',Construction,
97,Not Assigned,Waiting for Index Number Pre-RJI,Workers' Compensation Board of the State of New York vs PAUL KEYES DBA PAUL KEYES CONSTRUCTION,Workers' Compensation Board of the State of New York vs PAUL KEYES DBA PAUL KEYES CONSTRUCTION,,Onondaga County Supreme Court Other Matters - Workers Comp App for Judgment,,08/08/2024,keyword: 'compensation',Construction,DocumentList?docketId=4FgbdOlKw/DBwSI65H1Mvg==&display=all&courtType=Onondaga County Supreme Court&resultsPageNum=12
